metric,treatment_a,treatment_b,delta,p_value
max_slowdown,maskable_a2c__mask_true,maskable_dqn__mask_true,32118694.727382,0.003906
max_slowdown,maskable_a2c__mask_true,maskable_dqn__mask_true,32353624.472276,0.003906
max_slowdown,maskable_a2c__mask_true,maskable_dqn__mask_true,32588554.217171,0.003906
max_slowdown,maskable_a2c__mask_true,maskable_dqn__mask_true,32823483.962065,0.003906
max_slowdown,maskable_a2c__mask_true,maskable_dqn__mask_true,33058413.706960,0.003906
max_slowdown,maskable_a2c__mask_true,maskable_dqn__mask_true,33293343.451854,0.003906
max_slowdown,maskable_a2c__mask_true,maskable_dqn__mask_true,33528273.196749,0.003906
max_slowdown,maskable_a2c__mask_true,maskable_dqn__mask_true,33763202.941643,0.003906
max_slowdown,maskable_a2c__mask_true,maskable_dqn__mask_true,33998132.686538,0.003906
max_slowdown,maskable_a2c__mask_true,maskable_dqn__mask_true,34233062.431432,0.003906
max_slowdown,maskable_a2c__mask_true,maskable_dqn__mask_true,34467992.176327,0.003906
max_slowdown,maskable_a2c__mask_true,maskable_dqn__mask_true,34702921.921221,0.003906
max_slowdown,maskable_a2c__mask_true,maskable_dqn__mask_true,34937851.666116,0.003906
max_slowdown,maskable_a2c__mask_true,maskable_dqn__mask_true,35172781.411010,0.003906
max_slowdown,maskable_a2c__mask_true,maskable_dqn__mask_true,35407711.155905,0.003906
max_slowdown,maskable_a2c__mask_true,maskable_dqn__mask_true,35642640.900799,0.003906
max_slowdown,maskable_a2c__mask_true,maskable_dqn__mask_true,35877570.645693,0.003906
max_slowdown,maskable_a2c__mask_true,maskable_dqn__mask_true,36112500.390588,0.003906
max_slowdown,maskable_a2c__mask_true,maskable_dqn__mask_true,36347430.135482,0.003906
max_slowdown,maskable_a2c__mask_true,maskable_dqn__mask_true,36582359.880377,0.003906
max_slowdown,maskable_a2c__mask_true,maskable_dqn__mask_true,36817289.625271,0.003906
max_slowdown,maskable_a2c__mask_true,maskable_dqn__mask_true,37052219.370166,0.003906
max_slowdown,maskable_a2c__mask_true,maskable_dqn__mask_true,37287149.115060,0.003906
max_slowdown,maskable_a2c__mask_true,maskable_dqn__mask_true,37522078.859955,0.003906
max_slowdown,maskable_a2c__mask_true,maskable_dqn__mask_true,37757008.604849,0.003906
max_slowdown,maskable_a2c__mask_true,maskable_dqn__mask_true,37991938.349744,0.003906
max_slowdown,maskable_a2c__mask_true,maskable_dqn__mask_true,38226868.094638,0.003906
max_slowdown,maskable_a2c__mask_true,maskable_dqn__mask_true,38461797.839533,0.003906
max_slowdown,maskable_a2c__mask_true,maskable_dqn__mask_true,38696727.584427,0.003906
max_slowdown,maskable_a2c__mask_true,maskable_dqn__mask_true,38931657.329322,0.003906
max_slowdown,maskable_a2c__mask_true,maskable_dqn__mask_true,39166587.074216,0.003906
max_slowdown,maskable_a2c__mask_true,maskable_dqn__mask_true,39401516.819111,0.003906
max_slowdown,maskable_a2c__mask_true,maskable_dqn__mask_true,39636446.564005,0.003906
max_slowdown,maskable_a2c__mask_true,maskable_dqn__mask_true,39871376.308900,0.003906
max_slowdown,maskable_a2c__mask_true,maskable_dqn__mask_true,40106306.053794,0.003906
max_slowdown,maskable_a2c__mask_true,maskable_dqn__mask_true,40341235.798688,0.003906
max_slowdown,maskable_a2c__mask_true,maskable_dqn__mask_true,40576165.543583,0.003906
max_slowdown,maskable_a2c__mask_true,maskable_dqn__mask_true,40811095.288477,0.003906
max_slowdown,maskable_a2c__mask_true,maskable_dqn__mask_true,41046025.033372,0.003906
max_slowdown,maskable_a2c__mask_true,maskable_dqn__mask_true,41280954.778266,0.003906
max_slowdown,maskable_a2c__mask_true,maskable_dqn__mask_true,41515884.523161,0.003906
max_slowdown,maskable_a2c__mask_true,maskable_dqn__mask_true,41750814.268055,0.003906
max_slowdown,maskable_a2c__mask_true,maskable_dqn__mask_true,41985744.012950,0.003906
max_slowdown,maskable_a2c__mask_true,maskable_dqn__mask_true,42220673.757844,0.003906
max_slowdown,maskable_a2c__mask_true,maskable_dqn__mask_true,42455603.502739,0.003906
max_slowdown,maskable_a2c__mask_true,maskable_dqn__mask_true,42690533.247633,0.003906
max_slowdown,maskable_a2c__mask_true,maskable_dqn__mask_true,42925462.992528,0.003906
max_slowdown,maskable_a2c__mask_true,maskable_dqn__mask_true,43160392.737422,0.003906
max_slowdown,maskable_a2c__mask_true,maskable_dqn__mask_true,43395322.482317,0.003906
max_slowdown,maskable_a2c__mask_true,maskable_dqn__mask_true,43630252.227211,0.003906
max_slowdown,maskable_a2c__mask_true,maskable_dqn__mask_true,43865181.972106,0.003906
max_slowdown,maskable_a2c__mask_true,maskable_dqn__mask_true,44100111.717000,0.003906
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,4498.207000,0.003906
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,17796.839935,0.003906
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,31095.472869,0.005859
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,44394.105804,0.005859
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,57692.738739,0.009766
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,70991.371673,0.009766
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,84290.004608,0.009766
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,97588.637543,0.009766
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,110887.270477,0.009766
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,124185.903412,0.013672
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,137484.536347,0.013672
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,150783.169281,0.019531
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,164081.802216,0.019531
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,177380.435151,0.019531
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,190679.068085,0.019531
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,203977.701020,0.019531
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,217276.333955,0.019531
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,230574.966889,0.019531
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,243873.599824,0.027344
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,257172.232759,0.027344
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,270470.865693,0.027344
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,283769.498628,0.027344
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,297068.131563,0.027344
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,310366.764497,0.027344
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,323665.397432,0.027344
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,336964.030367,0.048828
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,350262.663302,0.064453
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,363561.296236,0.083984
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,376859.929171,0.083984
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,390158.562106,0.083984
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,403457.195040,0.083984
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,416755.827975,0.083984
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,430054.460910,0.083984
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,443353.093844,0.083984
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,456651.726779,0.130859
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,469950.359714,0.130859
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,483248.992648,0.130859
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,496547.625583,0.130859
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,509846.258518,0.130859
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,523144.891452,0.130859
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,536443.524387,0.130859
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,549742.157322,0.130859
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,563040.790256,0.130859
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,576339.423191,0.130859
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,589638.056126,0.130859
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,602936.689060,0.130859
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,616235.321995,0.130859
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,629533.954930,0.160156
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,642832.587864,0.160156
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,656131.220799,0.232422
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,669429.853734,0.322266
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,682728.486668,0.375000
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,696027.119603,0.375000
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,709325.752538,0.431641
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,722624.385472,0.431641
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,735923.018407,0.431641
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,749221.651342,0.492188
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,762520.284276,0.492188
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,775818.917211,0.492188
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,789117.550146,0.492188
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,802416.183080,0.556641
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,815714.816015,0.556641
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,829013.448950,0.556641
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,842312.081884,0.556641
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,855610.714819,0.556641
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,868909.347754,0.556641
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,882207.980688,0.556641
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,895506.613623,0.556641
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,908805.246558,0.556641
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,922103.879492,0.556641
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,935402.512427,0.556641
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,948701.145362,0.625000
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,961999.778296,0.695312
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,975298.411231,0.695312
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,988597.044166,0.695312
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1001895.677101,0.695312
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1015194.310035,0.845703
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1028492.942970,0.845703
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1041791.575905,0.845703
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1055090.208839,0.845703
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1068388.841774,0.845703
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1081687.474709,0.845703
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1094986.107643,0.845703
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1108284.740578,0.845703
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1121583.373513,0.845703
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1134882.006447,0.845703
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1148180.639382,0.845703
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1161479.272317,0.845703
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1174777.905251,0.845703
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1188076.538186,0.921875
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1201375.171121,0.921875
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1214673.804055,1.000000
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1227972.436990,1.000000
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1241271.069925,1.000000
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1254569.702859,1.000000
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1267868.335794,1.000000
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1281166.968729,1.000000
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1294465.601663,0.921875
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1307764.234598,0.695312
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1321062.867533,0.695312
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1334361.500467,0.625000
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1347660.133402,0.625000
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1360958.766337,0.492188
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1374257.399271,0.492188
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1387556.032206,0.492188
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1400854.665141,0.492188
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1414153.298075,0.431641
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1427451.931010,0.431641
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1440750.563945,0.431641
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1454049.196879,0.375000
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1467347.829814,0.375000
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1480646.462749,0.375000
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1493945.095683,0.375000
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1507243.728618,0.375000
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1520542.361553,0.275391
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1533840.994487,0.275391
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1547139.627422,0.275391
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1560438.260357,0.275391
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1573736.893291,0.275391
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1587035.526226,0.275391
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1600334.159161,0.275391
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1613632.792095,0.232422
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1626931.425030,0.193359
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1640230.057965,0.193359
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1653528.690899,0.193359
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1666827.323834,0.130859
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1680125.956769,0.130859
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1693424.589704,0.130859
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1706723.222638,0.130859
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1720021.855573,0.130859
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1733320.488508,0.130859
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1746619.121442,0.130859
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1759917.754377,0.130859
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1773216.387312,0.130859
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1786515.020246,0.130859
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1799813.653181,0.130859
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1813112.286116,0.105469
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1826410.919050,0.105469
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1839709.551985,0.105469
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1853008.184920,0.105469
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1866306.817854,0.083984
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1879605.450789,0.083984
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1892904.083724,0.083984
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1906202.716658,0.064453
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1919501.349593,0.064453
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1932799.982528,0.064453
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1946098.615462,0.064453
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1959397.248397,0.048828
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1972695.881332,0.037109
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1985994.514266,0.037109
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,1999293.147201,0.037109
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,2012591.780136,0.027344
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,2025890.413070,0.027344
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,2039189.046005,0.027344
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,2052487.678940,0.027344
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,2065786.311874,0.027344
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,2079084.944809,0.027344
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,2092383.577744,0.027344
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,2105682.210678,0.027344
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,2118980.843613,0.027344
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,2132279.476548,0.027344
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,2145578.109482,0.027344
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,2158876.742417,0.027344
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,2172175.375352,0.027344
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,2185474.008286,0.027344
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,2198772.641221,0.027344
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,2212071.274156,0.027344
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,2225369.907090,0.027344
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,2238668.540025,0.027344
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,2251967.172960,0.027344
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,2265265.805894,0.027344
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,2278564.438829,0.027344
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,2291863.071764,0.027344
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,2305161.704698,0.027344
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,2318460.337633,0.027344
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,2331758.970568,0.027344
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,2345057.603503,0.027344
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,2358356.236437,0.027344
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,2371654.869372,0.019531
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,2384953.502307,0.019531
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,2398252.135241,0.019531
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,2411550.768176,0.019531
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,2424849.401111,0.019531
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,2438148.034045,0.019531
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,2451446.666980,0.019531
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,2464745.299915,0.019531
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,2478043.932849,0.013672
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,2491342.565784,0.013672
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,2504641.198719,0.013672
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,2517939.831653,0.009766
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,2531238.464588,0.009766
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,2544537.097523,0.009766
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,2557835.730457,0.009766
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,2571134.363392,0.005859
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,2584432.996327,0.005859
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,2597731.629261,0.005859
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,2611030.262196,0.005859
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,2624328.895131,0.003906
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,2637627.528065,0.003906
max_slowdown,maskable_dqn__mask_true,maskable_ppo__mask_true,2650926.161000,0.003906
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,4368.492000,0.003906
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,17667.679422,0.003906
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,30966.866844,0.005859
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,44266.054266,0.005859
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,57565.241688,0.009766
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,70864.429111,0.009766
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,84163.616533,0.009766
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,97462.803955,0.009766
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,110761.991377,0.009766
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,124061.178799,0.013672
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,137360.366221,0.013672
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,150659.553643,0.019531
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,163958.741065,0.019531
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,177257.928487,0.019531
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,190557.115910,0.019531
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,203856.303332,0.019531
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,217155.490754,0.019531
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,230454.678176,0.019531
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,243753.865598,0.027344
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,257053.053020,0.027344
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,270352.240442,0.027344
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,283651.427864,0.027344
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,296950.615286,0.027344
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,310249.802709,0.027344
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,323548.990131,0.027344
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,336848.177553,0.048828
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,350147.364975,0.064453
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,363446.552397,0.083984
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,376745.739819,0.083984
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,390044.927241,0.083984
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,403344.114663,0.083984
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,416643.302085,0.083984
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,429942.489508,0.083984
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,443241.676930,0.083984
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,456540.864352,0.130859
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,469840.051774,0.130859
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,483139.239196,0.130859
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,496438.426618,0.130859
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,509737.614040,0.130859
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,523036.801462,0.130859
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,536335.988884,0.130859
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,549635.176307,0.130859
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,562934.363729,0.130859
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,576233.551151,0.130859
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,589532.738573,0.130859
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,602831.925995,0.130859
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,616131.113417,0.130859
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,629430.300839,0.160156
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,642729.488261,0.160156
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,656028.675683,0.232422
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,669327.863106,0.322266
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,682627.050528,0.375000
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,695926.237950,0.375000
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,709225.425372,0.431641
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,722524.612794,0.431641
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,735823.800216,0.431641
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,749122.987638,0.492188
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,762422.175060,0.492188
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,775721.362482,0.492188
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,789020.549905,0.492188
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,802319.737327,0.556641
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,815618.924749,0.556641
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,828918.112171,0.556641
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,842217.299593,0.556641
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,855516.487015,0.556641
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,868815.674437,0.556641
max_slowdown,maskable_dqn__mask_true,ppo__mask_false,882114.861859,0.556641
